lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sTargetValue	sEquation	sDescription	sRemark	-1	code versie 5.09.00.00	code versie 5.09.00.01	code versie 5.09.00.02	code versie 5.09.00.03	v00-v01	v00-v02	v00-v03	derivNames	short_derivName	Duflow																																																	
2367	0	0	0	0	_wNWebDetWEpi_	_gN_*_m_^-3*_d_^-1	0	Total_fluxes_to/from_other_components	Total_food_web_flux_of_N_in_Detritus_in_lake_water	-	-1	_wNWebDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsDetZooEpi_ + _wNEgesZooDetEpi_ + _wNMortZooDetEpi_ +(_tNEgesFiJvDet_ * ( 1.0 - _uFiJvEgesHyp_ ) +_tNEgesFiAdDet_ * ( 1.0 - _uFiAdEgesHyp_ ) + _tNMortFiJvDet_ * ( 1.0 - _uFiJvMortHyp_ ) + _tNMortFiAdDet_ * ( 1.0 - _uFiAdMortHyp_ ) + _tNEgesPiscDet_ * ( 1.0 - _uPiscEgesHyp_ ) + _tNMortPiscDet_ * ( 1.0 - _uPiscMortHyp_ )) / _uDepthWEpi_ _ENDIF_	_wNWebDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsDetZooEpi_ + _wNEgesZooDetEpi_ + _wNMortZooDetEpi_ +(_tNEgesFiJvDet_ * ( 1.0 - _uFiJvEgesHyp_ ) +_tNEgesFiAdDet_ * ( 1.0 - _uFiAdEgesHyp_ ) + _tNMortFiJvDet_ * ( 1.0 - _uFiJvMortHyp_ ) + _tNMortFiAdDet_ * ( 1.0 - _uFiAdMortHyp_ ) + _tNEgesPiscDet_ * ( 1.0 - _uPiscEgesHyp_ ) + _tNMortPiscDet_ * ( 1.0 - _uPiscMortHyp_ )) / _uDepthWEpi_ _ENDIF_	_wNWebDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsDetZooEpi_ + _wNEgesZooDetEpi_ + _wNMortZooDetEpi_ +(_tNEgesFiJvDet_ * ( 1.0 - _uFiJvEgesHyp_ ) +_tNEgesFiAdDet_ * ( 1.0 - _uFiAdEgesHyp_ ) + _tNMortFiJvDet_ * ( 1.0 - _uFiJvMortHyp_ ) + _tNMortFiAdDet_ * ( 1.0 - _uFiAdMortHyp_ ) + _tNEgesPiscDet_ * ( 1.0 - _uPiscEgesHyp_ ) + _tNMortPiscDet_ * ( 1.0 - _uPiscMortHyp_ )) / _uDepthWEpi_ _ENDIF_	_wNWebDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsDetZooEpi_ + _wNEgesZooDetEpi_ + _wNMortZooDetEpi_ +(_tNEgesFiJvDet_ * ( 1.0 - _uFiJvEgesHyp_ ) +_tNEgesFiAdDet_ * ( 1.0 - _uFiAdEgesHyp_ ) + _tNMortFiJvDet_ * ( 1.0 - _uFiJvMortHyp_ ) + _tNMortFiAdDet_ * ( 1.0 - _uFiAdMortHyp_ ) + _tNEgesPiscDet_ * ( 1.0 - _uPiscEgesHyp_ ) + _tNMortPiscDet_ * ( 1.0 - _uPiscMortHyp_ )) / _uDepthWEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wNWebtWE_	wNWebtWE	wNWebtWE																																																	
2368	0	0	0	0	_wNWebDiatWEpi_	_gN_*_m_^-3*_d_^-1	0	Total_fluxes_to/from_other_components	Total_food_web_flux_of_N_in_Diatoms_in_lake_water	-	-1	_wNWebDiatWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsDiatZooEpi_ _ENDIF_	_wNWebDiatWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsDiatZooEpi_ _ENDIF_	_wNWebDiatWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsDiatZooEpi_ _ENDIF_	_wNWebDiatWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsDiatZooEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wNWebiWE_	wNWebiWE	wNWebiWE																																																	
2369	0	0	0	0	_wNWebGrenWEpi_	_gN_*_m_^-3*_d_^-1	0	Total_fluxes_to/from_other_components	Total_food_web_flux_of_N_in_Greens_in_lake_water	-	-1	_wNWebGrenWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsGrenZooEpi_ _ENDIF_	_wNWebGrenWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsGrenZooEpi_ _ENDIF_	_wNWebGrenWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsGrenZooEpi_ _ENDIF_	_wNWebGrenWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsGrenZooEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wNWbGnWE_	wNWbGnWE	wNWbGnWE																																																	
2370	0	0	0	0	_wNWebBlueWEpi_	_gN_*_m_^-3*_d_^-1	0	Total_fluxes_to/from_other_components	Total_food_web_flux_of_N_in_Blue-greens_in_lake_water	-	-1	_wNWebBlueWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsBlueZooEpi_ _ENDIF_	_wNWebBlueWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsBlueZooEpi_ _ENDIF_	_wNWebBlueWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsBlueZooEpi_ _ENDIF_	_wNWebBlueWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ - _wNConsBlueZooEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wNWbBeWE_	wNWbBeWE	wNWbBeWE																																																	
2371	0	0	0	0	_tNWebBlueSurf_	_gN_*_m_^-2*_d_^-1	0	N_fluxes_to/from_other_components	Total_foodweb_flux_of_N_in_surface_blue-greens_in_lake	-	-1	_tNWebBlueSurf_ = _IF_ (_InclWeb_ _EQ_ _FALSE_ _OR_ _InclSurf_ _EQ_ _FALSE_ _OR_ _aDBlueSurf_ _LT_ _cDBlueSurfMin_) _THEN_ 0.0 _ELSE_ - _tNConsBlueZooSurf_ _ENDIF_	_tNWebBlueSurf_ = _IF_ (_InclWeb_ _EQ_ _FALSE_ _OR_ _InclSurf_ _EQ_ _FALSE_ _OR_ _aDBlueSurf_ _LT_ _cDBlueSurfMin_) _THEN_ 0.0 _ELSE_ - _tNConsBlueZooSurf_ _ENDIF_	_tNWebBlueSurf_ = _IF_ (_InclWeb_ _EQ_ _FALSE_ _OR_ _InclSurf_ _EQ_ _FALSE_ _OR_ _aDBlueSurf_ _LT_ _cDBlueSurfMin_) _THEN_ 0.0 _ELSE_ - _tNConsBlueZooSurf_ _ENDIF_	_tNWebBlueSurf_ = _IF_ (_InclWeb_ _EQ_ _FALSE_ _OR_ _InclSurf_ _EQ_ _FALSE_ _OR_ _aDBlueSurf_ _LT_ _cDBlueSurfMin_) _THEN_ 0.0 _ELSE_ - _tNConsBlueZooSurf_ _ENDIF_	TRUE	TRUE	TRUE	_tnWbBlS_	tnWbBlS	tnWbBlS																																																	
2372	0	0	0	0	_tNWebTotT_	_gN_*_m_^-2*_d_^-1	0	Total_fluxes_to/from_other_components	Total_N_in_system	-	-1	_tNWebTotT_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ _tNMigrFiJv_ + _tNMigrFiAd_ + _tNMigrPisc_ + _tNMigrBent_ - _tNMortFiJvBot_- _tNMortFiAdBot_ - _tNMortPiscBot_ - _tNHarvFish_ - _tNHarvPisc_ _ENDIF_	_tNWebTotT_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ _tNMigrFiJv_ + _tNMigrFiAd_ + _tNMigrPisc_ + _tNMigrBent_ - _tNMortFiJvBot_- _tNMortFiAdBot_ - _tNMortPiscBot_ - _tNHarvFish_ - _tNHarvPisc_ _ENDIF_	_tNWebTotT_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ _tNMigrFiJv_ + _tNMigrFiAd_ + _tNMigrPisc_ + _tNMigrBent_ - _tNMortFiJvBot_- _tNMortFiAdBot_ - _tNMortPiscBot_ - _tNHarvFish_ - _tNHarvPisc_ _ENDIF_	_tNWebTotT_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ _tNMigrFiJv_ + _tNMigrFiAd_ + _tNMigrPisc_ + _tNMigrBent_ - _tNMortFiJvBot_- _tNMortFiAdBot_ - _tNMortPiscBot_ - _tNHarvFish_ - _tNHarvPisc_ _ENDIF_	TRUE	TRUE	TRUE	_tNWebotT_	tNWebotT	tNWebotT																																																	
2373	0	0	0	0	_wSiWebDetWEpi_	_gSi_*_m_^-3*_d_^-1	0	Total_fluxes_to/from_other_components	Total_food_web_flux_of_silica_in_lake_water_detritus	-	-1	_wSiWebDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ _wSiConsDiatZooEpi_ _ENDIF_	_wSiWebDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ _wSiConsDiatZooEpi_ _ENDIF_	_wSiWebDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ _wSiConsDiatZooEpi_ _ENDIF_	_wSiWebDetWEpi_ = _IF_ (_FALSE_ _EQ_ _InclWeb_) _THEN_ 0.0 _ELSE_ _wSiConsDiatZooEpi_ _ENDIF_	TRUE	TRUE	TRUE	_wSiebtWE_	wSiebtWE	wSiebtWE																																																	
2374	0	0	0	0	_aPrefAveEpi_	0	0	Total_fluxes_to/from_other_components	Average_selection_factor	-	-1	_aPrefAveEpi_ = (_cPrefDiat_ * _oDDiatWEpi_ + _cPrefGren_ * _oDGrenWEpi_ + _cPrefBlue_ * _oDBlueWEpi_ + _cPrefDet_ * _oDDetWEpi_) / _oDOMWEpi_	_aPrefAveEpi_ = (_cPrefDiat_ * _oDDiatWEpi_ + _cPrefGren_ * _oDGrenWEpi_ + _cPrefBlue_ * _oDBlueWEpi_ + _cPrefDet_ * _oDDetWEpi_) / _oDOMWEpi_	_aPrefAveEpi_ = (_cPrefDiat_ * _oDDiatWEpi_ + _cPrefGren_ * _oDGrenWEpi_ + _cPrefBlue_ * _oDBlueWEpi_ + _cPrefDet_ * _oDDetWEpi_) / _oDOMWEpi_	_aPrefAveEpi_ = (_cPrefDiat_ * _oDDiatWEpi_ + _cPrefGren_ * _oDGrenWEpi_ + _cPrefBlue_ * _oDBlueWEpi_ + _cPrefDet_ * _oDDetWEpi_) / _oDOMWEpi_	TRUE	TRUE	TRUE	_aPrefveE_	aPrefveE	aPrefveE																																																	
2375	0	0	0	0	_wDConsZoo2Epi_	_gDW_*_m_^-3*_d_^-1	0	Total_fluxes_to/from_other_components	Total_zooplankton_consumption(check)	-	-1	_wDConsZoo2Epi_ = _aFiltEpi_ * _aPrefAveEpi_ * _oDOMWEpi_ * _oDZooEpi_	_wDConsZoo2Epi_ = _aFiltEpi_ * _aPrefAveEpi_ * _oDOMWEpi_ * _oDZooEpi_	_wDConsZoo2Epi_ = _aFiltEpi_ * _aPrefAveEpi_ * _oDOMWEpi_ * _oDZooEpi_	_wDConsZoo2Epi_ = _aFiltEpi_ * _aPrefAveEpi_ * _oDOMWEpi_ * _oDZooEpi_	TRUE	TRUE	TRUE	_wDCZoo2E_	wDCZoo2E	wDCZoo2E																																																	
2376	0	0	0	0	_aDConsZooSpEpi_	_d_^-1	0	Total_fluxes_to/from_other_components	Specific_consumption_rate_of_zooplankton(daily_ration)	-	-1	_aDConsZooSpEpi_ = _wDConsZooEpi_ / _oDZooEpi_	_aDConsZooSpEpi_ = _wDConsZooEpi_ / _oDZooEpi_	_aDConsZooSpEpi_ = _wDConsZooEpi_ / _oDZooEpi_	_aDConsZooSpEpi_ = _wDConsZooEpi_ / _oDZooEpi_	TRUE	TRUE	TRUE	_aDCZoSpE_	aDCZoSpE	aDCZoSpE																																																	
2377	0	0	0	0	_aDAssZooSpEpi_	_d_^-1	0	Total_fluxes_to/from_other_components	Specific_C_assimilation_of_zooplankton	-	-1	_aDAssZooSpEpi_ = _wDAssZooEpi_ / _oDZooEpi_	_aDAssZooSpEpi_ = _wDAssZooEpi_ / _oDZooEpi_	_aDAssZooSpEpi_ = _wDAssZooEpi_ / _oDZooEpi_	_aDAssZooSpEpi_ = _wDAssZooEpi_ / _oDZooEpi_	TRUE	TRUE	TRUE	_aDAsZSpE_	aDAsZSpE	aDAsZSpE																																																	
2378	0	0	0	0	_aDGrazSpEpi_	_d_^-1	0	Total_fluxes_to/from_other_components	Specific_DW_grazing(daily_grazing)	-	-1	_aDGrazSpEpi_ = _wDConsZooEpi_ / _oDOMWEpi_	_aDGrazSpEpi_ = _wDConsZooEpi_ / _oDOMWEpi_	_aDGrazSpEpi_ = _wDConsZooEpi_ / _oDOMWEpi_	_aDGrazSpEpi_ = _wDConsZooEpi_ / _oDOMWEpi_	TRUE	TRUE	TRUE	_aDGraSpE_	aDGraSpE	aDGraSpE																																																	
2379	0	0	0	0	_aPConsZooSpEpi_	_d_^-1	0	Total_fluxes_to/from_other_components	Specific_P_consumption_OR_daily_ration	-	-1	_aPConsZooSpEpi_ = _wPConsZooEpi_ / _oPZooEpi_	_aPConsZooSpEpi_ = _wPConsZooEpi_ / _oPZooEpi_	_aPConsZooSpEpi_ = _wPConsZooEpi_ / _oPZooEpi_	_aPConsZooSpEpi_ = _wPConsZooEpi_ / _oPZooEpi_	TRUE	TRUE	TRUE	_aPCZoSpE_	aPCZoSpE	aPCZoSpE																																																	
2380	0	0	0	0	_aPGrazSpEpi_	_d_^-1	0	Total_fluxes_to/from_other_components	Specific_P_grazing_OR_daily_grazing	-	-1	_aPGrazSpEpi_ = _wPConsZooEpi_ / _oPOMWEpi_	_aPGrazSpEpi_ = _wPConsZooEpi_ / _oPOMWEpi_	_aPGrazSpEpi_ = _wPConsZooEpi_ / _oPOMWEpi_	_aPGrazSpEpi_ = _wPConsZooEpi_ / _oPOMWEpi_	TRUE	TRUE	TRUE	_aPGraSpE_	aPGraSpE	aPGraSpE																																																	
2381	0	0	0	0	_aNConsZooSpEpi_	_d_^-1	0	Total_fluxes_to/from_other_components	Specific_N_consumption_OR_daily_ration	-	-1	_aNConsZooSpEpi_ = _wNConsZooEpi_ / _oNZooEpi_	_aNConsZooSpEpi_ = _wNConsZooEpi_ / _oNZooEpi_	_aNConsZooSpEpi_ = _wNConsZooEpi_ / _oNZooEpi_	_aNConsZooSpEpi_ = _wNConsZooEpi_ / _oNZooEpi_	TRUE	TRUE	TRUE	_aNCZoSpE_	aNCZoSpE	aNCZoSpE																																																	
2382	0	0	0	0	_aNGrazSpEpi_	_d_^-1	0	Total_fluxes_to/from_other_components	Specific_N_grazing_OR_daily_grazing	-	-1	_aNGrazSpEpi_ = _wNConsZooEpi_ / _oNOMWEpi_	_aNGrazSpEpi_ = _wNConsZooEpi_ / _oNOMWEpi_	_aNGrazSpEpi_ = _wNConsZooEpi_ / _oNOMWEpi_	_aNGrazSpEpi_ = _wNConsZooEpi_ / _oNOMWEpi_	TRUE	TRUE	TRUE	_aNGraSpE_	aNGraSpE	aNGraSpE																																																	
2383	0	0	0	0	_tDSetTotEpi_	_gDW_*_m_^-2*_d_^-1	0	Total_settling	Total_settling	-	-1	_tDSetTotEpi_ = _tDSetIMEpi_ + _tDSetDetEpi_ + _tDSetPhytEpi_	_tDSetTotEpi_ = _tDSetIMEpi_ + _tDSetDetEpi_ + _tDSetPhytEpi_	_tDSetTotEpi_ = _tDSetIMEpi_ + _tDSetDetEpi_ + _tDSetPhytEpi_	_tDSetTotEpi_ = _tDSetIMEpi_ + _tDSetDetEpi_ + _tDSetPhytEpi_	TRUE	TRUE	TRUE	_tDSetotE_	tDSetotE	tDSetotE																																																	
2384	0	0	0	0	_tPSetTotEpi_	_gP_*_m_^-2*_d_^-1	0	Total_settling	Total_settling	-	-1	_tPSetTotEpi_ = _tPSetAIMEpi_ + _tPSetDetEpi_ + _tPSetPhytEpi_	_tPSetTotEpi_ = _tPSetAIMEpi_ + _tPSetDetEpi_ + _tPSetPhytEpi_	_tPSetTotEpi_ = _tPSetAIMEpi_ + _tPSetDetEpi_ + _tPSetPhytEpi_	_tPSetTotEpi_ = _tPSetAIMEpi_ + _tPSetDetEpi_ + _tPSetPhytEpi_	TRUE	TRUE	TRUE	_tPSetotE_	tPSetotE	tPSetotE																																																	
2385	0	0	0	0	_tNSetTotEpi_	_gN_*_m_^-2*_d_^-1	0	Total_settling	Total_settling	-	-1	_tNSetTotEpi_ = _tNSetDetEpi_ + _tNSetPhytEpi_	_tNSetTotEpi_ = _tNSetDetEpi_ + _tNSetPhytEpi_	_tNSetTotEpi_ = _tNSetDetEpi_ + _tNSetPhytEpi_	_tNSetTotEpi_ = _tNSetDetEpi_ + _tNSetPhytEpi_	TRUE	TRUE	TRUE	_tNSetotE_	tNSetotE	tNSetotE																																																	
2386	0	0	0	0	_tDResusTot_	_gDW_*_m_^-2*_d_^-1	0	Total_settling	Total_resuspension	-	-1	_tDResusTot_ = _tDResusDead_ + _tDResusPhytTot_	_tDResusTot_ = _tDResusDead_ + _tDResusPhytTot_	_tDResusTot_ = _tDResusDead_ + _tDResusPhytTot_	_tDResusTot_ = _tDResusDead_ + _tDResusPhytTot_	TRUE	TRUE	TRUE	_tDRsuTot_	tDRsuTot	tDRsuTot																																																	
2387	0	0	0	0	_tPResusTot_	_gP_*_m_^-2*_d_^-1	0	Total_settling	Total_P_resuspension_flux	-	-1	_tPResusTot_ = _tPResusDet_ + _tPResusAIM_ + _tPResusPhyt_ + _tPResusPO4_	_tPResusTot_ = _tPResusDet_ + _tPResusAIM_ + _tPResusPhyt_ + _tPResusPO4_	_tPResusTot_ = _tPResusDet_ + _tPResusAIM_ + _tPResusPhyt_ + _tPResusPO4_	_tPResusTot_ = _tPResusDet_ + _tPResusAIM_ + _tPResusPhyt_ + _tPResusPO4_	TRUE	TRUE	TRUE	_tPRsuTot_	tPRsuTot	tPRsuTot																																																	
2388	0	0	0	0	_tNResusTot_	_gN_*_m_^-2*_d_^-1	0	Total_settling	Total_N_resuspension_flux	-	-1	_tNResusTot_ = _tNResusDet_ + _tNResusNH4_ + _tNResusNO3_ + _tNResusPhyt_	_tNResusTot_ = _tNResusDet_ + _tNResusNH4_ + _tNResusNO3_ + _tNResusPhyt_	_tNResusTot_ = _tNResusDet_ + _tNResusNH4_ + _tNResusNO3_ + _tNResusPhyt_	_tNResusTot_ = _tNResusDet_ + _tNResusNH4_ + _tNResusNO3_ + _tNResusPhyt_	TRUE	TRUE	TRUE	_tNRsuTot_	tNRsuTot	tNRsuTot																																																	
2389	0	0	0	0	_aDepthStart_	_m_	0	Dredging	Update_dredged_layer	-	-1	_aDepthStart_ = _IF_ (_sTime_ _EQ_ _bTimeDred_) _THEN_ _uDepthW_ _ELSE_ _aDepthStart_ _ENDIF_	_aDepthStart_ = _IF_ (_sTime_ _EQ_ _bTimeDred_) _THEN_ _uDepthW_ _ELSE_ _aDepthStart_ _ENDIF_	_aDepthStart_ = _IF_ (_sTime_ _EQ_ _bTimeDred_) _THEN_ _uDepthW_ _ELSE_ _aDepthStart_ _ENDIF_	_aDepthStart_ = _IF_ (_sTime_ _EQ_ _bTimeDred_) _THEN_ _uDepthW_ _ELSE_ _aDepthStart_ _ENDIF_	TRUE	TRUE	TRUE	_aDptSart_	aDptSart	aDptSart																																																	
2390	0	0	0	0	_akDredDepth_	_d_^-1	0	Dredging	Rate_constant_of_deepening	-	-1	_akDredDepth_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (_LN_(_cDepthRef_ / _aDepthStart_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	_akDredDepth_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (_LN_(_cDepthRef_ / _aDepthStart_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	_akDredDepth_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (_LN_(_cDepthRef_ / _aDepthStart_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	_akDredDepth_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (_LN_(_cDepthRef_ / _aDepthStart_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_akDreDpt_	akDreDpt	akDreDpt																																																	
2391	0	0	0	0	_akDred_	_d_^-1	0	Dredging	Rate_constant_of_dredging(exponential_function)	-	-1	_akDred_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (- _LN_(1.0 - _fEffDred_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	_akDred_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (- _LN_(1.0 - _fEffDred_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	_akDred_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (- _LN_(1.0 - _fEffDred_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	_akDred_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (- _LN_(1.0 - _fEffDred_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_akDred_	akDred	akDred																																																	
2392	0	0	0	0	_akDredBent_	_d_^-1	0	Dredging	Rate_constant_of_dredging_for_zoobenthos	-	-1	_akDredBent_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (- _LN_(1.0 - _fEffDredBent_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	_akDredBent_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (- _LN_(1.0 - _fEffDredBent_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	_akDredBent_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (- _LN_(1.0 - _fEffDredBent_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	_akDredBent_ = _IF_ ((_sTime_ _GE_ _bTimeDred_) _AND_ (_sTime_ _LT_ _bTimeDred_ + _cLengDred_) _AND_ (_aDepthStart_ _LE_ _cDepthRef_ - _cDepthS_)) _THEN_ (- _LN_(1.0 - _fEffDredBent_)) / _cLengDred_ _ELSE_ 0.0 _ENDIF_	TRUE	TRUE	TRUE	_akDreBnt_	akDreBnt	akDreBnt																																																	
2393	0	0	0	0	_vDredDepthW_	_m_*_d_^-1	0	Dredging	Change_in_water_depth_due_to_dredging	-	-1	_vDredDepthW_ =_IF_ (_aInclStrat_ _EQ_ _TRUE_) _THEN_ 0.0 _ELSE_ _akDredDepth_ * _uDepthW_ _ENDIF_	_vDredDepthW_ =_IF_ (_aInclStrat_ _EQ_ _TRUE_) _THEN_ 0.0 _ELSE_ _akDredDepth_ * _uDepthW_ _ENDIF_	_vDredDepthW_ =_IF_ (_aInclStrat_ _EQ_ _TRUE_) _THEN_ 0.0 _ELSE_ _akDredDepth_ * _uDepthW_ _ENDIF_	_vDredDepthW_ =_IF_ (_aInclStrat_ _EQ_ _TRUE_) _THEN_ 0.0 _ELSE_ _akDredDepth_ * _uDepthW_ _ENDIF_	TRUE	TRUE	TRUE	_vDredptW_	vDredptW	vDredptW																																																	
2394	0	0	0	0	_tDDredDetS_	_gDW_*_m_^-2*_d_^-1	0	Dredging	Dredging_flux_of_DW_Detritus_in_lake_sediment	-	-1	_tDDredDetS_ = _akDred_ * _aDDetS_	_tDDredDetS_ = _akDred_ * _aDDetS_	_tDDredDetS_ = _akDred_ * _aDDetS_	_tDDredDetS_ = _akDred_ * _aDDetS_	TRUE	TRUE	TRUE	_tDDreDtS_	tDDreDtS	tDDreDtS																																																	
2395	0	0	0	0	_tPDredDetS_	_gP_*_m_^-2*_d_^-1	0	Dredging	Dredging_flux_of_P_Detritus_in_lake_sediment	-	-1	_tPDredDetS_ = _akDred_ * _aPDetS_	_tPDredDetS_ = _akDred_ * _aPDetS_	_tPDredDetS_ = _akDred_ * _aPDetS_	_tPDredDetS_ = _akDred_ * _aPDetS_	TRUE	TRUE	TRUE	_tPDreDtS_	tPDreDtS	tPDreDtS																																																	
2396	0	0	0	0	_tNDredDetS_	_gN_*_m_^-2*_d_^-1	0	Dredging	Dredging_flux_of_N_Detritus_in_lake_sediment	-	-1	_tNDredDetS_ = _akDred_ * _aNDetS_	_tNDredDetS_ = _akDred_ * _aNDetS_	_tNDredDetS_ = _akDred_ * _aNDetS_	_tNDredDetS_ = _akDred_ * _aNDetS_	TRUE	TRUE	TRUE	_tNDreDtS_	tNDreDtS	tNDreDtS																																																	
2397	0	0	0	0	_tSiDredDetS_	_gSi_*_m_^-2*_d_^-1	0	Dredging	Dredging_flux_of_Si_Det_in_lake_sediment	-	-1	_tSiDredDetS_ = _akDred_ * _aSiDetS_	_tSiDredDetS_ = _akDred_ * _aSiDetS_	_tSiDredDetS_ = _akDred_ * _aSiDetS_	_tSiDredDetS_ = _akDred_ * _aSiDetS_	TRUE	TRUE	TRUE	_tSireDtS_	tSireDtS	tSireDtS																																																	
